chip_id,process_node,transistor_count,defect_type,defect_rate,yield_status,power_efficiency,fabrication_time,has_defect
CHIP_3579,7nm,1459074,none,0.06257598350130741,low,1.4032645569984903,73,1
CHIP_7615,3nm,14783157,lithography,0.016166919943341313,high,1.110255064324908,55,1
CHIP_9565,5nm,10212650,none,0.06574433592988928,medium,1.088847797367027,76,1
CHIP_5351,7nm,4426900,none,0.0,low,1.5742877011841223,25,0
CHIP_1152,5nm,6033115,none,0.0,medium,0.974265794407781,14,0
CHIP_3170,3nm,2229110,none,0.0,low,0.8197314684005605,26,0
CHIP_9900,3nm,5098412,none,0.0,medium,0.9274810868249851,38,0
CHIP_5333,3nm,6022741,none,0.0,low,0.6553797528773173,18,0
CHIP_4335,3nm,12955685,lithography,0.03451133910833347,low,0.5527555857683317,61,1
CHIP_5533,10nm,5213115,none,0.0,high,0.6384477015691001,37,0
CHIP_8007,3nm,6096150,lithography,0.06734020395712417,medium,0.49389837152866334,68,1
CHIP_8041,3nm,1762382,lithography,0.059103126028497016,medium,0.9990114797877527,49,1
CHIP_5088,3nm,5671716,etching,0.09090833398683311,high,1.3787095638317695,53,1
CHIP_4878,7nm,13588178,doping,0.09764533203735601,low,0.4854640059986456,99,1
CHIP_5065,5nm,7417152,none,0.026142459707638635,medium,1.238863795377158,66,1
CHIP_4644,5nm,2813543,none,0.0,medium,1.8082501743591346,40,0
CHIP_4164,10nm,6366294,etching,0.08384827428744059,high,0.5675082566469707,82,1
CHIP_6753,7nm,5674183,none,0.0,high,1.9503336560725417,27,0
CHIP_3925,7nm,1463060,none,0.0,high,1.8155576173633405,26,0
CHIP_8149,3nm,2818692,none,0.0,low,1.1518456378469666,30,0
CHIP_9821,10nm,10173542,lithography,0.03292502555247238,low,0.8232690185459668,73,1
CHIP_3041,7nm,7735969,none,0.0953987037374183,medium,1.047786491935691,82,1
CHIP_3085,7nm,7851696,none,0.0,medium,1.103600580586587,28,0
CHIP_7653,10nm,11655664,doping,0.07095861507454597,high,1.0386178991416566,59,1
CHIP_8618,7nm,5313613,lithography,0.04868993349908512,low,1.027993884575715,60,1
CHIP_2389,10nm,4585314,none,0.0,low,1.2097792788639894,20,0
CHIP_4262,7nm,2566777,none,0.0,high,1.5091935058357506,24,0
CHIP_8461,3nm,1275337,lithography,0.09855424205036664,low,1.3196852335496783,44,1
CHIP_1090,5nm,7442089,none,0.0,medium,1.0994792943148064,19,0
CHIP_5082,10nm,4171545,lithography,0.08236988705558287,low,0.9215493005324888,43,1
CHIP_8251,10nm,2737058,doping,0.07008199593277178,low,1.0145427821633035,100,1
CHIP_5246,10nm,3670226,none,0.0,low,1.7922423646748933,38,0
CHIP_5681,7nm,13348221,doping,0.06640735932836032,medium,0.8278471119178832,85,1
CHIP_7275,7nm,6134586,etching,0.09037241495112852,high,0.46604887381938687,54,1
CHIP_4388,5nm,1577581,doping,0.04668394326999281,low,0.8591091640213808,43,1
CHIP_6763,10nm,1327691,none,0.0,low,1.0705715433915675,10,0
CHIP_4613,10nm,8030010,none,0.0,low,1.6212735034670762,44,0
CHIP_6507,5nm,5579094,none,0.0,medium,1.2284629906977504,34,0
CHIP_1441,5nm,8841505,none,0.0,high,1.9710829662783849,44,0
CHIP_3977,3nm,2408404,none,0.0,low,1.1429191544916422,39,0
CHIP_7211,7nm,6860307,etching,0.02904942557903334,medium,0.7050006576886447,96,1
CHIP_1853,10nm,5232413,none,0.0,high,1.2054602543195703,44,0
CHIP_5051,5nm,2151225,none,0.0,low,0.5603872063111499,11,0
CHIP_4571,3nm,10924282,lithography,0.03146904477000153,medium,1.1033506135438929,76,1
CHIP_3683,7nm,7189034,none,0.0,high,1.408839038840467,17,0
CHIP_7498,3nm,1430812,none,0.0,medium,1.363695092618621,34,0
CHIP_2983,3nm,10433753,lithography,0.01917111749013789,medium,1.3203518869065556,78,1
CHIP_1207,7nm,9437982,doping,0.06953692066186204,high,0.9071529476124935,61,1
CHIP_8532,10nm,2770648,none,0.0,medium,1.9411813508218678,50,0
CHIP_8136,10nm,3455087,etching,0.0654321118648196,low,1.2295697404458894,69,1
CHIP_4995,7nm,5118725,none,0.0,high,0.9183923737887052,38,0
CHIP_3979,10nm,6643798,none,0.0,high,1.2414597554238829,30,0
CHIP_5526,5nm,6952975,none,0.0,medium,1.0105082647464254,48,0
CHIP_8800,5nm,1936347,lithography,0.07480671976937749,medium,0.9662114538982329,55,1
CHIP_4986,10nm,1289293,none,0.0,high,0.941353371980746,35,0
CHIP_6419,7nm,8939993,none,0.0,low,1.2963828967186517,37,0
CHIP_4155,10nm,5545223,none,0.0,medium,0.8771055143014123,17,0
CHIP_8933,3nm,9990305,none,0.0,low,0.777724763656493,23,0
CHIP_3939,7nm,2686548,none,0.0,high,0.9443696948977167,33,0
CHIP_5786,3nm,9961299,none,0.0,high,0.911466990174901,13,0
CHIP_4020,10nm,2221135,none,0.06166577976636991,medium,0.8744570503276776,61,1
CHIP_1878,7nm,14957312,doping,0.02026784266524321,high,0.7808489307023276,44,1
CHIP_7818,5nm,14108705,etching,0.017666281755660707,high,0.4421418746537539,88,1
CHIP_1986,10nm,8058378,doping,0.03676178192656487,low,1.4880375125601575,59,1
CHIP_2229,5nm,10994400,lithography,0.03381815127610067,high,0.48846851205705255,51,1
CHIP_5720,3nm,7353787,doping,0.07204340222062922,medium,0.6495111468372331,54,1
CHIP_4241,10nm,2194198,none,0.0,low,0.8501357092400383,26,0
CHIP_3330,3nm,4771676,none,0.0,low,0.7234841016129938,27,0
CHIP_3037,3nm,3283722,etching,0.06355396335874643,low,1.4054310347611658,68,1
CHIP_8172,7nm,7752972,none,0.0,medium,1.2507082656768884,41,0
CHIP_1339,3nm,7748238,etching,0.06433422768513196,high,0.40959226395718223,83,1
CHIP_5557,3nm,3939212,none,0.0,medium,1.278445761481406,38,0
CHIP_6260,10nm,11149920,doping,0.09721497124591333,medium,0.7175532675535805,61,1
CHIP_1601,5nm,6033187,doping,0.07243063065850892,medium,1.0951002443897144,65,1
CHIP_9431,3nm,6276722,none,0.0,medium,0.984910679413992,35,0
CHIP_8242,10nm,7433143,none,0.026882428725507446,medium,1.0471606471220536,71,1
CHIP_2989,5nm,4980460,lithography,0.0934905484760003,medium,1.3570159408293667,71,1
CHIP_4681,5nm,12408179,lithography,0.037967512455400164,high,0.9627016908644797,45,1
CHIP_5479,10nm,2470754,lithography,0.05485379542364758,low,0.6502338723141432,85,1
CHIP_7284,10nm,8922533,none,0.0,high,1.1851797090984704,19,0
CHIP_9318,5nm,14995966,none,0.03486226625398369,medium,0.7078502917371545,90,1
CHIP_9022,3nm,5745250,none,0.0,low,0.9478337746576508,47,0
CHIP_8460,10nm,9535882,doping,0.04106115475237068,low,1.215447213143975,64,1
CHIP_1715,5nm,5006492,none,0.0,low,1.0744562733944032,36,0
CHIP_9115,10nm,7395997,none,0.0,medium,1.9826210029090436,19,0
CHIP_8486,5nm,8927047,etching,0.0882730282025994,medium,0.4196540372903741,98,1
CHIP_7512,5nm,7378299,lithography,0.016734542341933795,medium,0.7062734808617179,84,1
CHIP_8994,7nm,14799914,doping,0.09587256333604086,low,1.1624609102675796,88,1
CHIP_2646,3nm,4438791,etching,0.09976833306605938,low,0.40845519692276233,46,1
CHIP_5806,5nm,6024207,none,0.0,high,0.5689864530158191,13,0
CHIP_3950,7nm,8225725,none,0.0,high,0.8662961482759526,36,0
CHIP_3344,5nm,1824869,doping,0.06577393316836738,high,0.8972007028415412,77,1
CHIP_8622,10nm,11202263,etching,0.05136134492590579,low,0.31127691774584526,91,1
CHIP_5901,5nm,2239197,none,0.0,medium,1.917853452401969,47,0
CHIP_8916,7nm,8664433,none,0.0,medium,0.7988254986633385,34,0
CHIP_7484,5nm,6898231,etching,0.061733073716078064,low,0.6542769046599233,93,1
CHIP_4770,3nm,1822825,none,0.0,low,1.617758231200955,28,0
CHIP_2591,5nm,4189885,none,0.0,low,0.8759402000654241,18,0
CHIP_5835,7nm,13730688,doping,0.01300280781210692,medium,1.1788317215270858,45,1
CHIP_6994,10nm,3946751,none,0.0,high,0.6982396966201754,44,0
CHIP_6549,5nm,5311242,none,0.0,medium,1.9510761142502182,28,0
CHIP_7511,10nm,1763313,lithography,0.0778736343755202,high,1.3321687162785862,86,1
CHIP_8451,3nm,7619862,none,0.0,high,0.8966878675286357,17,0
CHIP_4830,7nm,7392547,none,0.0,low,1.9104378376693312,16,0
CHIP_8606,3nm,6503032,none,0.0,low,0.832050800110985,14,0
CHIP_5986,10nm,2957497,none,0.0,high,0.5680202165200732,12,0
CHIP_7367,3nm,2630611,none,0.0,high,1.8308889627927534,18,0
CHIP_7797,7nm,8031780,none,0.0,low,1.6134035221479737,19,0
CHIP_4559,10nm,10828930,doping,0.09451477591422898,medium,0.33925954422605625,63,1
CHIP_9920,10nm,4961312,none,0.0,medium,0.6490319369091955,33,0
CHIP_8450,3nm,7679674,none,0.0,medium,0.7847128432416193,17,0
CHIP_4362,5nm,11266014,none,0.01455206595965857,medium,0.5922826765968283,48,1
CHIP_1046,5nm,10337875,lithography,0.0831747683008953,high,0.6942714641186765,49,1
CHIP_2801,5nm,3180906,none,0.0,low,0.8759812950921857,21,0
CHIP_3854,5nm,749314,etching,0.08109861978112785,high,1.0066235064605307,41,1
CHIP_2041,3nm,3126655,none,0.0,low,1.1314408353651189,17,0
CHIP_9254,10nm,7074006,none,0.0,low,1.3904990268020407,38,0
CHIP_7580,3nm,12701112,etching,0.05122382698879139,high,0.372990488993407,70,1
CHIP_2323,3nm,9225346,none,0.0,low,1.864551243672844,14,0
CHIP_9984,5nm,2101965,none,0.0,high,0.9125239993369298,50,0
CHIP_8048,10nm,9901266,none,0.0,medium,1.1805731263632073,48,0
CHIP_8430,3nm,14807487,lithography,0.04870629474997478,high,0.7965762854122961,92,1
CHIP_7132,10nm,2595275,none,0.0,medium,1.140146009391437,26,0
CHIP_7105,10nm,1626310,none,0.08485946996273691,high,0.8182518222620883,87,1
CHIP_7929,3nm,10339251,etching,0.07030119382590663,medium,0.7243176955605212,82,1
CHIP_8900,7nm,10573209,etching,0.041648156712383415,low,0.908895056361605,49,1
CHIP_8030,3nm,6373938,etching,0.02033967821772774,medium,0.9889200051977551,91,1
CHIP_1100,7nm,985753,lithography,0.034594334984145235,medium,1.4058450252398071,62,1
CHIP_2503,5nm,10001291,doping,0.01626268791235028,low,1.0598064151866164,41,1
CHIP_2391,10nm,7543620,doping,0.040680638359239955,medium,0.6739648436450596,60,1
CHIP_8957,5nm,3140899,none,0.07065718395518018,medium,0.8317355691963912,67,1
CHIP_6655,10nm,5582979,none,0.0,high,1.6324147155025561,17,0
CHIP_9633,3nm,5752087,none,0.0,low,1.5177293821401996,41,0
CHIP_1125,3nm,4699685,none,0.0,medium,1.9766684874816793,13,0
CHIP_9149,7nm,4043918,lithography,0.07877448061851229,medium,0.6937468271254092,40,1
CHIP_9196,5nm,3167376,none,0.0,medium,1.2988735218011356,24,0
CHIP_8532,3nm,7661748,none,0.0,low,0.5634533923441871,11,0
CHIP_2887,7nm,10159635,doping,0.061605971279725884,low,1.0681700028570946,58,1
CHIP_8538,3nm,6448705,none,0.0,high,1.7019832314656782,49,0
CHIP_7560,3nm,8326807,none,0.0,high,0.8649747122341005,47,0
CHIP_2868,10nm,5705543,etching,0.029941485300482622,high,0.3916552529676254,80,1
CHIP_3504,7nm,6390476,lithography,0.03126419640520519,high,0.6071618664020758,51,1
CHIP_6295,5nm,13466239,doping,0.05175577616617177,low,1.211852579529298,68,1
CHIP_5961,5nm,8377995,none,0.0,high,1.20338162528956,50,0
CHIP_8404,3nm,6904610,none,0.0,low,0.6112859842599315,39,0
CHIP_7299,3nm,6686390,etching,0.01690579010561095,high,1.0380100660986882,72,1
CHIP_8792,3nm,8545279,none,0.0,low,1.4777561819729148,30,0
CHIP_9266,3nm,8058523,none,0.08298701301903587,medium,1.4788626973120769,45,1
CHIP_6962,3nm,4656449,doping,0.09918874203821988,low,0.9272976423186547,50,1
CHIP_1857,7nm,7499771,none,0.0,medium,1.6616971828606033,48,0
CHIP_5655,3nm,6531293,none,0.0,high,1.3369448186276034,34,0
CHIP_6731,5nm,6592886,none,0.0,high,1.3741092718796293,19,0
CHIP_6072,10nm,3163449,none,0.0,low,1.5632510215565807,15,0
CHIP_2531,7nm,3144023,none,0.0,low,1.5542463082331301,43,0
CHIP_6598,7nm,1305857,none,0.0,medium,0.9632991050958213,23,0
CHIP_2657,5nm,4800761,none,0.0,high,0.7324177594166073,28,0
CHIP_3712,7nm,13356508,lithography,0.06375217969644657,high,0.4946966545061406,93,1
CHIP_8277,3nm,7893063,none,0.0,medium,1.5145443832827994,25,0
CHIP_4178,10nm,4925917,none,0.0,low,0.8587527458682792,40,0
CHIP_9641,10nm,8745704,none,0.0,medium,1.667186055874889,42,0
CHIP_1854,5nm,4350371,none,0.0,low,0.7075978019051468,26,0
CHIP_5670,7nm,2721170,none,0.0,low,1.7688384151001577,17,0
CHIP_4637,5nm,5076678,doping,0.09147755880804172,high,1.297256062365823,45,1
CHIP_7126,7nm,1447451,none,0.0,medium,0.5798853307566116,42,0
CHIP_6493,10nm,1869112,etching,0.030208488274640434,medium,1.4169910856999437,93,1
CHIP_8685,5nm,1142620,etching,0.09256565544514762,medium,1.1352863862911804,48,1
CHIP_9991,3nm,2329187,none,0.0,high,0.883885892655567,19,0
CHIP_4906,3nm,5833542,none,0.0,high,0.95172679187933,13,0
CHIP_9782,10nm,2053729,none,0.0,high,1.7550315809080028,41,0
CHIP_7825,5nm,12555173,lithography,0.03621447889977321,high,1.0377714993311407,55,1
CHIP_9316,3nm,9282613,etching,0.016091139061796145,low,0.95289835191364,90,1
CHIP_6850,10nm,8387557,none,0.06721037123217671,medium,0.6043803132830552,41,1
CHIP_1726,7nm,4545421,none,0.07943512366988732,low,1.2080147117303486,48,1
CHIP_3986,7nm,3937508,none,0.0,low,1.1969343496205567,40,0
CHIP_1686,3nm,12513242,doping,0.013328541117979814,high,0.3525675307909477,52,1
CHIP_8756,7nm,9646701,none,0.0,medium,1.983684053444185,44,0
CHIP_6438,3nm,4206183,none,0.0,medium,1.0354612640530452,13,0
CHIP_7334,3nm,7174337,none,0.0,medium,1.834229775518422,38,0
CHIP_5369,5nm,9324908,none,0.0,low,1.246285088740441,43,0
CHIP_2680,10nm,1824175,doping,0.06422079689472046,high,0.9545692768135643,60,1
CHIP_8272,7nm,11588384,etching,0.03758462704816773,low,1.161195493573988,50,1
CHIP_8126,10nm,1710601,none,0.0,low,1.8050557625845882,32,0
CHIP_9406,3nm,2258981,none,0.0,low,1.4562688068249474,33,0
CHIP_7001,3nm,2895441,doping,0.013131906921868783,high,0.5831944565044227,81,1
CHIP_7077,10nm,1543335,none,0.0,low,0.7301572450890621,38,0
CHIP_7521,10nm,2289923,none,0.0,low,0.7065426617427901,33,0
CHIP_9176,7nm,5187788,none,0.0,high,0.5388700112962148,21,0
CHIP_5678,3nm,5391883,none,0.0,medium,1.5560567168102388,23,0
CHIP_3828,5nm,3057514,none,0.0,high,1.779239435576484,38,0
CHIP_9882,3nm,6361793,none,0.0,low,1.0211379421078468,14,0
CHIP_3852,7nm,3642499,none,0.0,low,1.5643456868155798,50,0
CHIP_9094,5nm,3036124,none,0.0,high,1.6880985104167112,25,0
CHIP_2412,7nm,9794937,etching,0.05206652553625074,low,0.4557254756565245,96,1
CHIP_3053,7nm,7180015,doping,0.05731260893472702,medium,1.2880072794100688,44,1
CHIP_3102,3nm,8549319,none,0.0,medium,1.5201634859743716,32,0
CHIP_3653,5nm,7758130,none,0.08482517258207872,low,0.4836185601722407,50,1
CHIP_5105,5nm,6805303,none,0.0,low,1.8423888752316866,15,0
CHIP_3526,7nm,2600009,etching,0.06529854504773783,high,0.9030877736895151,50,1
CHIP_5336,7nm,14635307,none,0.08427126405939689,high,0.39746742587204387,100,1
CHIP_5949,10nm,10870138,none,0.05482342541225045,low,0.9546929802567212,81,1
CHIP_3589,5nm,7813102,none,0.0,medium,1.180316199432757,13,0
CHIP_3353,10nm,9124385,none,0.0,medium,0.806034520345098,48,0
CHIP_9437,7nm,6794356,none,0.0,medium,0.6961492273285796,33,0
CHIP_1829,7nm,4555688,doping,0.021026971817556403,medium,0.5975026590306547,46,1
CHIP_6364,10nm,8015136,none,0.0,high,1.9440287783590051,20,0
CHIP_9171,5nm,3673322,none,0.0,medium,1.9939541166431252,39,0
CHIP_8491,10nm,1388833,none,0.0,high,1.917849206103856,42,0
CHIP_8710,5nm,10286890,etching,0.014379231963669034,medium,0.8938730442302116,96,1
CHIP_6992,3nm,2803501,none,0.0,medium,0.700902415988472,26,0
CHIP_4189,7nm,1759041,none,0.0,medium,0.5767365310745125,45,0
CHIP_5582,7nm,2233658,none,0.0,medium,1.2563832936848072,45,0
CHIP_3363,5nm,2122046,doping,0.043587850269233806,medium,0.9693982059265545,63,1
CHIP_8761,10nm,8889915,none,0.014077301722036726,high,1.156310215589768,91,1
CHIP_6218,5nm,9648751,none,0.0,high,0.9919487714547894,49,0
CHIP_9025,10nm,10843161,etching,0.0634352190067888,low,1.2939472631488511,74,1
CHIP_7824,10nm,1279121,none,0.0,medium,0.996859390368384,17,0
CHIP_4728,3nm,8962302,none,0.0,medium,1.9506060442580764,47,0
CHIP_2800,10nm,3360717,doping,0.023299813747029864,low,0.5906358721694693,76,1
CHIP_9221,3nm,7899399,etching,0.04769022683522711,medium,1.1286003131022304,66,1
CHIP_8837,3nm,3316639,none,0.0,low,0.8110125574568671,30,0
CHIP_9950,7nm,3905518,none,0.0,medium,1.8681862413860155,31,0
CHIP_5890,7nm,9123194,none,0.0,high,1.9360060942901574,27,0
CHIP_8861,7nm,13438157,etching,0.07344108431529255,low,1.145985911688236,60,1
CHIP_7220,7nm,5828304,none,0.0,high,1.3602152058104675,44,0
CHIP_6674,7nm,3457461,none,0.0,medium,0.5630997302490883,15,0
CHIP_5442,7nm,9037616,none,0.0,high,0.8031020108008947,44,0
CHIP_4972,5nm,2832517,none,0.0,low,1.6113364650327395,25,0
CHIP_2647,5nm,11202933,lithography,0.014724199615551652,medium,0.6963523481848066,70,1
CHIP_5706,3nm,9733383,lithography,0.046621670639219515,medium,0.8729382245290758,52,1
CHIP_9767,7nm,1992583,none,0.0,high,1.4784480956286195,24,0
CHIP_9116,5nm,7510946,lithography,0.09405303495203803,high,1.496606163706212,65,1
CHIP_5662,7nm,1128578,none,0.03685529895958727,low,0.4287608289282456,61,1
CHIP_2845,10nm,3251501,none,0.0,low,1.2020311535094352,22,0
CHIP_1230,5nm,8699307,none,0.0,low,0.8858973203442786,21,0
CHIP_7643,7nm,4240708,none,0.0,high,1.4164317494945209,50,0
CHIP_3303,7nm,2455218,none,0.0,medium,1.5038837801149314,21,0
CHIP_8319,7nm,5161539,none,0.0,high,0.8911779155981658,25,0
CHIP_5285,7nm,6065810,none,0.0,low,1.5843237926014961,10,0
CHIP_3616,5nm,2042273,none,0.0,low,0.6773372717059589,29,0
CHIP_7021,7nm,2969909,none,0.0,low,1.874195578775953,28,0
CHIP_7813,5nm,2740912,doping,0.02378670082202613,low,1.4866055542743708,63,1
CHIP_9609,5nm,5151780,none,0.0,low,1.632109324587298,15,0
CHIP_9281,7nm,2310346,none,0.0,low,0.6683131873059054,45,0
CHIP_9008,5nm,3260475,etching,0.0869037406655456,medium,0.439488026621597,53,1
CHIP_1945,10nm,14067601,none,0.050808907016180384,low,0.7985094886135917,76,1
CHIP_4570,7nm,1365247,none,0.0,medium,0.8816858286014186,10,0
CHIP_2130,3nm,7608462,etching,0.07303463902874582,low,1.4929483925723042,99,1
CHIP_7887,3nm,5816582,none,0.0,medium,0.7699719902385629,18,0
CHIP_3178,10nm,8525204,none,0.0,medium,1.0634683007029815,44,0
CHIP_4648,3nm,3994290,none,0.0,low,1.089587947676061,18,0
CHIP_4762,3nm,5505700,doping,0.07061498719989104,low,0.8089536356800819,64,1
CHIP_7868,10nm,6307596,lithography,0.03480847550156146,low,1.2185879151181396,42,1
CHIP_1797,5nm,3957475,none,0.019080704178325636,high,0.8357292794983229,83,1
CHIP_1924,3nm,7248892,doping,0.03109053506388055,high,1.2052628504967413,89,1
CHIP_5944,7nm,4428578,etching,0.061972733317409386,low,1.2820589869081833,55,1
CHIP_3869,5nm,7438388,etching,0.03476385284577449,low,1.4382243060320656,96,1
CHIP_9592,10nm,1786584,none,0.0,medium,1.9123796147478678,34,0
CHIP_9813,10nm,7849452,none,0.0,high,0.9498327416531016,21,0
CHIP_8586,5nm,4780654,none,0.0,medium,1.786311857859531,19,0
CHIP_2295,10nm,7487842,lithography,0.04495771439267149,medium,0.5440040796720653,81,1
CHIP_1844,7nm,2551288,none,0.0,low,1.586877068460803,22,0
CHIP_4555,10nm,1663497,none,0.0,high,0.782244940899133,47,0
CHIP_4470,5nm,6586214,none,0.0,medium,1.9355296407900098,10,0
CHIP_7498,3nm,13030554,doping,0.09229971670980294,low,1.0252818408945374,53,1
CHIP_5285,7nm,13510963,etching,0.044259556993563036,low,1.078465607994135,59,1
CHIP_6246,10nm,8818250,none,0.0,high,1.7042249327300314,40,0
CHIP_5272,7nm,5749960,doping,0.014114390318298526,high,1.1895028544597868,41,1
CHIP_5026,7nm,3557039,none,0.0,high,0.9947979289667899,34,0
CHIP_8550,7nm,5317226,none,0.0,medium,1.9497624008755154,41,0
CHIP_9882,7nm,3339807,lithography,0.07482821776858843,medium,0.520857327433521,96,1
CHIP_7756,3nm,14577233,none,0.09506693000808084,low,0.35821727303569467,40,1
CHIP_8916,5nm,1640312,lithography,0.01082273155215956,low,0.8472115907657207,43,1
CHIP_1274,3nm,1110936,none,0.0,low,1.3274653413668853,10,0
CHIP_3937,7nm,1287605,none,0.0,low,1.7197358313708648,37,0
CHIP_6807,3nm,9297727,lithography,0.03168719490821574,low,0.9317471824802595,92,1
CHIP_4984,10nm,2325722,none,0.0,medium,1.938946691222795,39,0
CHIP_7640,7nm,11976314,none,0.06883621476032378,low,1.2115030202122137,45,1
CHIP_2354,10nm,8986040,none,0.0,high,1.455122113333458,20,0
CHIP_9653,10nm,6557798,none,0.0,low,1.965993834934685,16,0
CHIP_9897,5nm,4046989,doping,0.03439855474375618,high,1.1213144921563698,57,1
CHIP_7525,5nm,14767807,etching,0.011409228567274115,high,1.004443324901386,88,1
CHIP_6435,7nm,3225462,lithography,0.06100263279019706,medium,1.112441959052018,74,1
CHIP_1879,5nm,2315798,none,0.0,low,1.6181848418823255,32,0
CHIP_6347,10nm,4394730,none,0.04065334718275954,low,1.4458300762975989,65,1
CHIP_8075,7nm,13645756,doping,0.0541543110499714,medium,0.9636452699405804,64,1
CHIP_3526,10nm,1937708,etching,0.0818249656422472,low,0.38820802046690583,57,1
CHIP_1085,5nm,7536772,none,0.0,medium,1.0410503421710906,15,0
CHIP_4070,10nm,7038413,none,0.0,medium,0.6533471211698688,15,0
CHIP_6798,10nm,9597330,none,0.0,medium,0.6549393910124365,15,0
CHIP_4977,7nm,14990786,doping,0.0111106553395559,medium,0.7653594712540724,45,1
CHIP_3739,10nm,3343767,lithography,0.034202706717713284,medium,0.8917487306529417,44,1
CHIP_6916,7nm,8064924,none,0.0,medium,1.2263469709008927,14,0
CHIP_2752,5nm,9318184,none,0.0,low,1.4250031880536849,39,0
CHIP_6399,7nm,613537,doping,0.03989954937804643,low,0.7558679473764578,95,1
CHIP_5922,7nm,8224541,none,0.0,low,1.9613380647569103,18,0
CHIP_6228,5nm,9036449,none,0.0,medium,0.7664559069787109,35,0
CHIP_6980,10nm,5067204,none,0.0,medium,1.0640829534862206,35,0
CHIP_8563,5nm,10435920,lithography,0.0713541369817079,low,0.3322993304104024,86,1
CHIP_7703,10nm,13882942,etching,0.0848153627839325,high,1.2827586816053502,90,1
CHIP_7932,5nm,6080688,none,0.0,high,0.8790225273966374,19,0
CHIP_9755,3nm,8534089,none,0.0,low,1.2188520496589392,35,0
CHIP_2392,3nm,7031903,none,0.0,low,1.8432522730413485,44,0
CHIP_7547,5nm,11532724,etching,0.02497046439521004,low,0.3531560322334195,81,1
CHIP_9366,10nm,2777454,none,0.0,high,0.6479098378725913,24,0
CHIP_3469,10nm,6776684,doping,0.05167568876974881,low,1.0063079478481767,72,1
CHIP_2901,3nm,9099554,none,0.0,high,0.9431483307776088,15,0
CHIP_8801,7nm,5732651,etching,0.05097993717032894,high,0.925337795760566,62,1
CHIP_2885,10nm,12613048,doping,0.03870185267959304,medium,0.35361966321038535,85,1
CHIP_4996,7nm,11371131,none,0.07094253996017957,high,1.415906935786311,87,1
CHIP_4022,5nm,6053084,doping,0.09626163595605548,high,1.257306945965118,80,1
CHIP_7370,10nm,7136771,none,0.07636495325915235,high,0.8394900136488959,67,1
CHIP_9796,5nm,3952490,etching,0.07770929458244426,high,0.9928174862422232,91,1
CHIP_9646,7nm,5969119,lithography,0.0511795379985567,medium,1.1048417138693023,71,1
CHIP_8501,10nm,7585795,none,0.0,low,0.6713481100044172,32,0
CHIP_2916,7nm,10809339,none,0.07048990735452845,medium,0.4414339831939881,59,1
